,owner,img1,img2,target
347,29,forged_bin/NFI-00104029.PNG,genuine_bin/NFI-02901029.PNG,0
348,21,genuine_bin/NFI-02103021.png,genuine_bin/NFI-02105021.png,1
349,20,forged_bin/NFI-01705020.png,genuine_bin/NFI-02002020.png,0
350,12,forged_bin/NFI-01103012.png,genuine_bin/NFI-01202012.png,0
351,15,forged_bin/NFI-00501015.png,genuine_bin/NFI-01502015.png,0
352,8,forged_bin/NFI-02304008.png,genuine_bin/NFI-00801008.png,0
353,8,genuine_bin/NFI-00803008.png,genuine_bin/NFI-00805008.png,1
354,20,genuine_bin/NFI-02002020.png,genuine_bin/NFI-02004020.png,1
355,16,forged_bin/NFI-01101016.png,genuine_bin/NFI-01603016.png,0
356,11,genuine_bin/NFI-01104011.png,genuine_bin/NFI-01105011.png,1
357,27,genuine_bin/NFI-02702027.PNG,genuine_bin/NFI-02705027.PNG,1
358,20,forged_bin/NFI-01704020.png,genuine_bin/NFI-02002020.png,0
359,23,forged_bin/NFI-00701023.png,genuine_bin/NFI-02301023.png,0
360,8,forged_bin/NFI-02305008.png,genuine_bin/NFI-00802008.png,0
361,9,genuine_bin/NFI-00903009.png,genuine_bin/NFI-00904009.png,1
362,7,genuine_bin/NFI-00703007.png,genuine_bin/NFI-00705007.png,1
363,15,forged_bin/NFI-00503015.png,genuine_bin/NFI-01501015.png,0
364,18,genuine_bin/NFI-01801018.png,genuine_bin/NFI-01803018.png,1
365,1,forged_bin/NFI-00304001.png,genuine_bin/NFI-00103001.png,0
366,6,genuine_bin/NFI-00603006.png,genuine_bin/NFI-00605006.png,1
367,23,genuine_bin/NFI-02301023.png,genuine_bin/NFI-02302023.png,1
368,14,forged_bin/NFI-00101014.png,genuine_bin/NFI-01402014.png,0
369,23,forged_bin/NFI-00703023.png,genuine_bin/NFI-02303023.png,0
370,17,genuine_bin/NFI-01702017.png,genuine_bin/NFI-01703017.png,1
371,18,forged_bin/NFI-00303018.png,genuine_bin/NFI-01802018.png,0
372,11,genuine_bin/NFI-01101011.png,genuine_bin/NFI-01104011.png,1
373,3,genuine_bin/NFI-00302003.png,genuine_bin/NFI-00305003.png,1
374,25,forged_bin/NFI-00101025.PNG,genuine_bin/NFI-02503025.PNG,0
375,2,genuine_bin/NFI-00202002.png,genuine_bin/NFI-00203002.png,1
376,21,genuine_bin/NFI-02102021.png,genuine_bin/NFI-02104021.png,1
377,21,genuine_bin/NFI-02102021.png,genuine_bin/NFI-02105021.png,1
378,23,forged_bin/NFI-00704023.png,genuine_bin/NFI-02302023.png,0
379,1,forged_bin/NFI-00304001.png,genuine_bin/NFI-00101001.png,0
380,24,forged_bin/NFI-00402024.png,genuine_bin/NFI-02402024.png,0
381,14,genuine_bin/NFI-01402014.png,genuine_bin/NFI-01404014.png,1
382,20,forged_bin/NFI-01701020.png,genuine_bin/NFI-02002020.png,0
383,7,forged_bin/NFI-00402007.png,genuine_bin/NFI-00701007.png,0
384,21,forged_bin/NFI-01203021.png,genuine_bin/NFI-02102021.png,0
385,26,forged_bin/NFI-00102026.PNG,genuine_bin/NFI-02602026.PNG,0
386,7,genuine_bin/NFI-00702007.png,genuine_bin/NFI-00705007.png,1
387,24,forged_bin/NFI-00402024.png,genuine_bin/NFI-02403024.png,0
388,19,forged_bin/NFI-00102019.png,genuine_bin/NFI-01903019.png,0
389,16,forged_bin/NFI-01101016.png,genuine_bin/NFI-01602016.png,0
390,25,genuine_bin/NFI-02504025.PNG,genuine_bin/NFI-02505025.PNG,1
391,13,forged_bin/NFI-00405013.png,genuine_bin/NFI-01302013.png,0
392,18,forged_bin/NFI-00301018.png,genuine_bin/NFI-01803018.png,0
393,6,genuine_bin/NFI-00601006.png,genuine_bin/NFI-00605006.png,1
394,7,forged_bin/NFI-00404007.png,genuine_bin/NFI-00703007.png,0
395,28,forged_bin/NFI-00104028.PNG,genuine_bin/NFI-02801028.PNG,0
396,30,forged_bin/NFI-00103030.PNG,genuine_bin/NFI-03002030.PNG,0
397,13,forged_bin/NFI-00402013.png,genuine_bin/NFI-01301013.png,0
398,14,genuine_bin/NFI-01403014.png,genuine_bin/NFI-01404014.png,1
399,28,genuine_bin/NFI-02801028.PNG,genuine_bin/NFI-02804028.PNG,1
400,21,forged_bin/NFI-01204021.png,genuine_bin/NFI-02101021.png,0
401,20,forged_bin/NFI-01704020.png,genuine_bin/NFI-02001020.png,0
402,28,genuine_bin/NFI-02802028.PNG,genuine_bin/NFI-02803028.PNG,1
403,2,genuine_bin/NFI-00202002.png,genuine_bin/NFI-00204002.png,1
404,26,forged_bin/NFI-00105026.PNG,genuine_bin/NFI-02601026.PNG,0
405,11,forged_bin/NFI-00705011.png,genuine_bin/NFI-01101011.png,0
406,21,forged_bin/NFI-01203021.png,genuine_bin/NFI-02103021.png,0
407,12,forged_bin/NFI-01104012.png,genuine_bin/NFI-01202012.png,0
408,6,forged_bin/NFI-03305006.png,genuine_bin/NFI-00602006.png,0
409,5,forged_bin/NFI-00303005.png,genuine_bin/NFI-00502005.png,0
410,7,forged_bin/NFI-00403007.png,genuine_bin/NFI-00702007.png,0
411,18,genuine_bin/NFI-01802018.png,genuine_bin/NFI-01805018.png,1
412,19,forged_bin/NFI-00105019.png,genuine_bin/NFI-01901019.png,0
413,20,forged_bin/NFI-01703020.png,genuine_bin/NFI-02003020.png,0
414,11,forged_bin/NFI-00701011.png,genuine_bin/NFI-01103011.png,0
415,30,forged_bin/NFI-00105030.PNG,genuine_bin/NFI-03003030.PNG,0
416,15,genuine_bin/NFI-01504015.png,genuine_bin/NFI-01505015.png,1
417,27,genuine_bin/NFI-02701027.PNG,genuine_bin/NFI-02702027.PNG,1
418,27,forged_bin/NFI-00102027.PNG,genuine_bin/NFI-02703027.PNG,0
419,3,forged_bin/NFI-00401003.png,genuine_bin/NFI-00301003.png,0
420,27,genuine_bin/NFI-02703027.PNG,genuine_bin/NFI-02704027.PNG,1
421,29,forged_bin/NFI-00102029.PNG,genuine_bin/NFI-02901029.PNG,0
422,24,forged_bin/NFI-00405024.png,genuine_bin/NFI-02401024.png,0
423,22,forged_bin/NFI-00504022.png,genuine_bin/NFI-02201022.png,0
424,30,genuine_bin/NFI-03001030.PNG,genuine_bin/NFI-03002030.PNG,1
425,25,forged_bin/NFI-00101025.PNG,genuine_bin/NFI-02501025.PNG,0
426,7,forged_bin/NFI-00405007.png,genuine_bin/NFI-00701007.png,0
427,19,genuine_bin/NFI-01902019.png,genuine_bin/NFI-01904019.png,1
428,2,forged_bin/NFI-00303002.png,genuine_bin/NFI-00203002.png,0
429,27,genuine_bin/NFI-02704027.PNG,genuine_bin/NFI-02705027.PNG,1
430,2,forged_bin/NFI-00302002.png,genuine_bin/NFI-00202002.png,0
431,1,forged_bin/NFI-00304001.png,genuine_bin/NFI-00102001.png,0
432,24,forged_bin/NFI-00403024.png,genuine_bin/NFI-02401024.png,0
433,8,forged_bin/NFI-02303008.png,genuine_bin/NFI-00803008.png,0
434,7,forged_bin/NFI-00402007.png,genuine_bin/NFI-00702007.png,0
435,11,genuine_bin/NFI-01102011.png,genuine_bin/NFI-01103011.png,1
436,12,forged_bin/NFI-01101012.png,genuine_bin/NFI-01202012.png,0
437,9,genuine_bin/NFI-00902009.png,genuine_bin/NFI-00903009.png,1
438,23,forged_bin/NFI-00705023.png,genuine_bin/NFI-02302023.png,0
439,8,forged_bin/NFI-02301008.png,genuine_bin/NFI-00803008.png,0
440,19,genuine_bin/NFI-01903019.png,genuine_bin/NFI-01904019.png,1
441,29,genuine_bin/NFI-02902029.PNG,genuine_bin/NFI-02903029.PNG,1
442,12,genuine_bin/NFI-01203012.png,genuine_bin/NFI-01204012.png,1
443,8,forged_bin/NFI-02306008.png,genuine_bin/NFI-00802008.png,0
444,9,forged_bin/NFI-00305009.png,genuine_bin/NFI-00902009.png,0
445,1,genuine_bin/NFI-00104001.png,genuine_bin/NFI-00105001.png,1
446,15,forged_bin/NFI-00502015.png,genuine_bin/NFI-01503015.png,0
447,6,forged_bin/NFI-03305006.png,genuine_bin/NFI-00603006.png,0
448,18,forged_bin/NFI-00304018.png,genuine_bin/NFI-01801018.png,0
449,26,forged_bin/NFI-00104026.PNG,genuine_bin/NFI-02603026.PNG,0
450,5,forged_bin/NFI-00301005.png,genuine_bin/NFI-00501005.png,0
451,19,forged_bin/NFI-00104019.png,genuine_bin/NFI-01901019.png,0
452,28,forged_bin/NFI-00105028.PNG,genuine_bin/NFI-02801028.PNG,0
453,30,genuine_bin/NFI-03001030.PNG,genuine_bin/NFI-03003030.PNG,1
454,5,forged_bin/NFI-00302005.png,genuine_bin/NFI-00502005.png,0
455,25,genuine_bin/NFI-02503025.PNG,genuine_bin/NFI-02505025.PNG,1
456,24,forged_bin/NFI-00401024.png,genuine_bin/NFI-02402024.png,0
457,29,genuine_bin/NFI-02902029.PNG,genuine_bin/NFI-02904029.PNG,1
458,27,forged_bin/NFI-00102027.PNG,genuine_bin/NFI-02701027.PNG,0
459,13,forged_bin/NFI-00404013.png,genuine_bin/NFI-01301013.png,0
460,6,forged_bin/NFI-03303006.png,genuine_bin/NFI-00602006.png,0
461,29,genuine_bin/NFI-02901029.PNG,genuine_bin/NFI-02904029.PNG,1
462,23,forged_bin/NFI-00702023.png,genuine_bin/NFI-02303023.png,0
463,19,forged_bin/NFI-00103019.png,genuine_bin/NFI-01902019.png,0
464,5,genuine_bin/NFI-00501005.png,genuine_bin/NFI-00502005.png,1
465,3,forged_bin/NFI-00403003.png,genuine_bin/NFI-00301003.png,0
466,18,forged_bin/NFI-00304018.png,genuine_bin/NFI-01803018.png,0
467,15,forged_bin/NFI-00501015.png,genuine_bin/NFI-01503015.png,0
468,21,forged_bin/NFI-01201021.png,genuine_bin/NFI-02102021.png,0
469,12,forged_bin/NFI-01101012.png,genuine_bin/NFI-01201012.png,0
470,28,genuine_bin/NFI-02801028.PNG,genuine_bin/NFI-02802028.PNG,1
471,16,genuine_bin/NFI-01602016.png,genuine_bin/NFI-01605016.png,1
472,3,forged_bin/NFI-00402003.png,genuine_bin/NFI-00301003.png,0
473,2,genuine_bin/NFI-00204002.png,genuine_bin/NFI-00205002.png,1
474,8,genuine_bin/NFI-00801008.png,genuine_bin/NFI-00804008.png,1
475,21,forged_bin/NFI-01201021.png,genuine_bin/NFI-02103021.png,0
476,19,forged_bin/NFI-00101019.png,genuine_bin/NFI-01903019.png,0
477,11,genuine_bin/NFI-01101011.png,genuine_bin/NFI-01103011.png,1
478,17,genuine_bin/NFI-01702017.png,genuine_bin/NFI-01705017.png,1
479,18,forged_bin/NFI-00302018.png,genuine_bin/NFI-01802018.png,0
480,8,genuine_bin/NFI-00803008.png,genuine_bin/NFI-00804008.png,1
481,18,forged_bin/NFI-00302018.png,genuine_bin/NFI-01801018.png,0
482,26,genuine_bin/NFI-02601026.PNG,genuine_bin/NFI-02603026.PNG,1
483,10,genuine_bin/NFI-01001010.png,genuine_bin/NFI-01004010.png,1
484,12,forged_bin/NFI-01101012.png,genuine_bin/NFI-01203012.png,0
485,13,genuine_bin/NFI-01301013.png,genuine_bin/NFI-01305013.png,1
486,22,forged_bin/NFI-00502022.png,genuine_bin/NFI-02202022.png,0
487,3,genuine_bin/NFI-00302003.png,genuine_bin/NFI-00304003.png,1
488,20,forged_bin/NFI-01704020.png,genuine_bin/NFI-02003020.png,0
489,29,forged_bin/NFI-00102029.PNG,genuine_bin/NFI-02903029.PNG,0
490,6,forged_bin/NFI-03302006.png,genuine_bin/NFI-00602006.png,0
491,17,genuine_bin/NFI-01701017.png,genuine_bin/NFI-01705017.png,1
492,6,genuine_bin/NFI-00601006.png,genuine_bin/NFI-00602006.png,1
493,4,genuine_bin/NFI-00402004.png,genuine_bin/NFI-00404004.png,1
494,22,forged_bin/NFI-00501022.png,genuine_bin/NFI-02202022.png,0
495,20,genuine_bin/NFI-02001020.png,genuine_bin/NFI-02002020.png,1
496,22,forged_bin/NFI-00502022.png,genuine_bin/NFI-02201022.png,0
497,17,forged_bin/NFI-01305017.png,genuine_bin/NFI-01703017.png,0
498,30,genuine_bin/NFI-03003030.PNG,genuine_bin/NFI-03005030.PNG,1
499,28,forged_bin/NFI-00104028.PNG,genuine_bin/NFI-02802028.PNG,0
500,1,genuine_bin/NFI-00101001.png,genuine_bin/NFI-00102001.png,1
501,5,forged_bin/NFI-00301005.png,genuine_bin/NFI-00502005.png,0
502,21,forged_bin/NFI-01204021.png,genuine_bin/NFI-02102021.png,0
503,13,forged_bin/NFI-00402013.png,genuine_bin/NFI-01302013.png,0
504,17,forged_bin/NFI-01301017.png,genuine_bin/NFI-01701017.png,0
505,11,genuine_bin/NFI-01103011.png,genuine_bin/NFI-01105011.png,1
506,23,forged_bin/NFI-00705023.png,genuine_bin/NFI-02303023.png,0
507,19,genuine_bin/NFI-01901019.png,genuine_bin/NFI-01903019.png,1
508,14,genuine_bin/NFI-01401014.png,genuine_bin/NFI-01403014.png,1
509,1,forged_bin/NFI-00305001.png,genuine_bin/NFI-00103001.png,0
510,7,forged_bin/NFI-00404007.png,genuine_bin/NFI-00702007.png,0
511,5,forged_bin/NFI-00304005.png,genuine_bin/NFI-00501005.png,0
512,24,forged_bin/NFI-00402024.png,genuine_bin/NFI-02401024.png,0
513,28,forged_bin/NFI-00102028.PNG,genuine_bin/NFI-02802028.PNG,0
514,30,forged_bin/NFI-00102030.PNG,genuine_bin/NFI-03001030.PNG,0
515,23,genuine_bin/NFI-02302023.png,genuine_bin/NFI-02303023.png,1
516,16,forged_bin/NFI-01104016.png,genuine_bin/NFI-01601016.png,0
517,23,forged_bin/NFI-00704023.png,genuine_bin/NFI-02303023.png,0
518,14,forged_bin/NFI-00103014.png,genuine_bin/NFI-01402014.png,0
519,28,forged_bin/NFI-00104028.PNG,genuine_bin/NFI-02803028.PNG,0
520,28,genuine_bin/NFI-02801028.PNG,genuine_bin/NFI-02805028.PNG,1
521,29,forged_bin/NFI-00101029.PNG,genuine_bin/NFI-02901029.PNG,0
522,6,genuine_bin/NFI-00601006.png,genuine_bin/NFI-00604006.png,1
523,14,forged_bin/NFI-00105014.png,genuine_bin/NFI-01403014.png,0
524,21,genuine_bin/NFI-02102021.png,genuine_bin/NFI-02103021.png,1
525,14,genuine_bin/NFI-01404014.png,genuine_bin/NFI-01405014.png,1
526,3,genuine_bin/NFI-00301003.png,genuine_bin/NFI-00305003.png,1
527,27,forged_bin/NFI-00103027.PNG,genuine_bin/NFI-02702027.PNG,0
528,22,forged_bin/NFI-00503022.png,genuine_bin/NFI-02202022.png,0
529,29,forged_bin/NFI-00102029.PNG,genuine_bin/NFI-02902029.PNG,0
530,2,forged_bin/NFI-00304002.png,genuine_bin/NFI-00202002.png,0
531,1,forged_bin/NFI-00301001.png,genuine_bin/NFI-00101001.png,0
532,9,forged_bin/NFI-00304009.png,genuine_bin/NFI-00902009.png,0
533,27,forged_bin/NFI-00101027.PNG,genuine_bin/NFI-02703027.PNG,0
534,26,forged_bin/NFI-00105026.PNG,genuine_bin/NFI-02602026.PNG,0
535,9,genuine_bin/NFI-00901009.png,genuine_bin/NFI-00905009.png,1
536,10,forged_bin/NFI-02503010.png,genuine_bin/NFI-01002010.png,0
537,11,forged_bin/NFI-00702011.png,genuine_bin/NFI-01103011.png,0
538,9,genuine_bin/NFI-00902009.png,genuine_bin/NFI-00905009.png,1
539,21,forged_bin/NFI-01204021.png,genuine_bin/NFI-02103021.png,0
540,24,forged_bin/NFI-00404024.png,genuine_bin/NFI-02402024.png,0
541,20,genuine_bin/NFI-02002020.png,genuine_bin/NFI-02005020.png,1
542,15,forged_bin/NFI-00503015.png,genuine_bin/NFI-01503015.png,0
543,27,forged_bin/NFI-00101027.PNG,genuine_bin/NFI-02701027.PNG,0
544,5,genuine_bin/NFI-00501005.png,genuine_bin/NFI-00503005.png,1
545,9,forged_bin/NFI-00303009.png,genuine_bin/NFI-00903009.png,0
546,2,forged_bin/NFI-00304002.png,genuine_bin/NFI-00201002.png,0
547,27,genuine_bin/NFI-02702027.PNG,genuine_bin/NFI-02704027.PNG,1
548,8,forged_bin/NFI-02305008.png,genuine_bin/NFI-00801008.png,0
549,4,genuine_bin/NFI-00403004.png,genuine_bin/NFI-00405004.png,1
550,22,genuine_bin/NFI-02202022.png,genuine_bin/NFI-02205022.png,1
551,24,forged_bin/NFI-00403024.png,genuine_bin/NFI-02402024.png,0
552,19,forged_bin/NFI-00104019.png,genuine_bin/NFI-01902019.png,0
553,15,forged_bin/NFI-00505015.png,genuine_bin/NFI-01502015.png,0
554,21,genuine_bin/NFI-02101021.png,genuine_bin/NFI-02105021.png,1
555,15,genuine_bin/NFI-01503015.png,genuine_bin/NFI-01505015.png,1
556,8,forged_bin/NFI-02306008.png,genuine_bin/NFI-00801008.png,0
557,20,genuine_bin/NFI-02001020.png,genuine_bin/NFI-02005020.png,1
558,8,forged_bin/NFI-02305008.png,genuine_bin/NFI-00803008.png,0
559,28,genuine_bin/NFI-02802028.PNG,genuine_bin/NFI-02804028.PNG,1
560,14,forged_bin/NFI-00103014.png,genuine_bin/NFI-01401014.png,0
561,14,forged_bin/NFI-00104014.png,genuine_bin/NFI-01402014.png,0
562,12,forged_bin/NFI-01102012.png,genuine_bin/NFI-01202012.png,0
563,24,genuine_bin/NFI-02403024.png,genuine_bin/NFI-02404024.png,1
564,3,forged_bin/NFI-00401003.png,genuine_bin/NFI-00303003.png,0
565,30,genuine_bin/NFI-03001030.PNG,genuine_bin/NFI-03004030.PNG,1
566,1,genuine_bin/NFI-00101001.png,genuine_bin/NFI-00104001.png,1
567,3,genuine_bin/NFI-00301003.png,genuine_bin/NFI-00303003.png,1
568,30,forged_bin/NFI-00103030.PNG,genuine_bin/NFI-03003030.PNG,0
569,13,forged_bin/NFI-00405013.png,genuine_bin/NFI-01303013.png,0
570,23,genuine_bin/NFI-02304023.png,genuine_bin/NFI-02305023.png,1
571,4,forged_bin/NFI-08803004.png,genuine_bin/NFI-00402004.png,0
572,9,forged_bin/NFI-00301009.png,genuine_bin/NFI-00901009.png,0
573,24,genuine_bin/NFI-02401024.png,genuine_bin/NFI-02405024.png,1
574,21,genuine_bin/NFI-02103021.png,genuine_bin/NFI-02104021.png,1
575,18,genuine_bin/NFI-01804018.png,genuine_bin/NFI-01805018.png,1
576,10,genuine_bin/NFI-01004010.png,genuine_bin/NFI-01005010.png,1
577,17,forged_bin/NFI-01304017.png,genuine_bin/NFI-01703017.png,0
578,28,forged_bin/NFI-00105028.PNG,genuine_bin/NFI-02803028.PNG,0
579,2,forged_bin/NFI-00302002.png,genuine_bin/NFI-00201002.png,0
580,17,genuine_bin/NFI-01701017.png,genuine_bin/NFI-01703017.png,1
581,24,genuine_bin/NFI-02404024.png,genuine_bin/NFI-02405024.png,1
582,14,genuine_bin/NFI-01402014.png,genuine_bin/NFI-01405014.png,1
583,27,genuine_bin/NFI-02701027.PNG,genuine_bin/NFI-02705027.PNG,1
584,19,genuine_bin/NFI-01901019.png,genuine_bin/NFI-01905019.png,1
585,5,forged_bin/NFI-00303005.png,genuine_bin/NFI-00503005.png,0
586,6,forged_bin/NFI-03302006.png,genuine_bin/NFI-00601006.png,0
587,18,forged_bin/NFI-00303018.png,genuine_bin/NFI-01801018.png,0
588,23,forged_bin/NFI-00705023.png,genuine_bin/NFI-02301023.png,0
589,2,forged_bin/NFI-00302002.png,genuine_bin/NFI-00203002.png,0
590,9,forged_bin/NFI-00303009.png,genuine_bin/NFI-00901009.png,0
591,12,genuine_bin/NFI-01202012.png,genuine_bin/NFI-01204012.png,1
592,4,forged_bin/NFI-08801004.png,genuine_bin/NFI-00402004.png,0
593,16,genuine_bin/NFI-01603016.png,genuine_bin/NFI-01605016.png,1
594,2,forged_bin/NFI-00301002.png,genuine_bin/NFI-00201002.png,0
595,20,genuine_bin/NFI-02003020.png,genuine_bin/NFI-02004020.png,1
596,5,forged_bin/NFI-00302005.png,genuine_bin/NFI-00503005.png,0
597,30,forged_bin/NFI-00102030.PNG,genuine_bin/NFI-03003030.PNG,0
598,25,genuine_bin/NFI-02502025.PNG,genuine_bin/NFI-02503025.PNG,1
599,12,forged_bin/NFI-01102012.png,genuine_bin/NFI-01201012.png,0
600,1,forged_bin/NFI-00303001.png,genuine_bin/NFI-00101001.png,0
601,29,genuine_bin/NFI-02902029.PNG,genuine_bin/NFI-02905029.PNG,1
602,20,forged_bin/NFI-01703020.png,genuine_bin/NFI-02002020.png,0
603,24,forged_bin/NFI-00401024.png,genuine_bin/NFI-02401024.png,0
604,13,forged_bin/NFI-00403013.png,genuine_bin/NFI-01301013.png,0
605,1,forged_bin/NFI-00301001.png,genuine_bin/NFI-00102001.png,0
606,17,forged_bin/NFI-01305017.png,genuine_bin/NFI-01702017.png,0
607,15,forged_bin/NFI-00505015.png,genuine_bin/NFI-01503015.png,0
608,30,forged_bin/NFI-00102030.PNG,genuine_bin/NFI-03002030.PNG,0
609,25,forged_bin/NFI-00102025.PNG,genuine_bin/NFI-02501025.PNG,0
610,3,forged_bin/NFI-00403003.png,genuine_bin/NFI-00303003.png,0
611,15,genuine_bin/NFI-01502015.png,genuine_bin/NFI-01504015.png,1
612,30,genuine_bin/NFI-03002030.PNG,genuine_bin/NFI-03004030.PNG,1
613,19,genuine_bin/NFI-01902019.png,genuine_bin/NFI-01905019.png,1
614,16,forged_bin/NFI-01105016.png,genuine_bin/NFI-01603016.png,0
615,25,forged_bin/NFI-00103025.PNG,genuine_bin/NFI-02502025.PNG,0
616,14,forged_bin/NFI-00105014.png,genuine_bin/NFI-01401014.png,0
617,23,genuine_bin/NFI-02301023.png,genuine_bin/NFI-02303023.png,1
618,5,forged_bin/NFI-00302005.png,genuine_bin/NFI-00501005.png,0
619,3,genuine_bin/NFI-00303003.png,genuine_bin/NFI-00305003.png,1
620,22,forged_bin/NFI-00501022.png,genuine_bin/NFI-02203022.png,0
621,10,genuine_bin/NFI-01002010.png,genuine_bin/NFI-01003010.png,1
622,27,genuine_bin/NFI-02701027.PNG,genuine_bin/NFI-02704027.PNG,1
623,13,genuine_bin/NFI-01301013.png,genuine_bin/NFI-01304013.png,1
624,9,forged_bin/NFI-00301009.png,genuine_bin/NFI-00903009.png,0
625,30,genuine_bin/NFI-03002030.PNG,genuine_bin/NFI-03003030.PNG,1
626,6,forged_bin/NFI-03301006.png,genuine_bin/NFI-00601006.png,0
627,16,genuine_bin/NFI-01601016.png,genuine_bin/NFI-01605016.png,1
628,9,genuine_bin/NFI-00901009.png,genuine_bin/NFI-00903009.png,1
629,1,forged_bin/NFI-00301001.png,genuine_bin/NFI-00103001.png,0
630,13,genuine_bin/NFI-01303013.png,genuine_bin/NFI-01305013.png,1
631,15,genuine_bin/NFI-01501015.png,genuine_bin/NFI-01502015.png,1
632,19,forged_bin/NFI-00103019.png,genuine_bin/NFI-01901019.png,0
633,3,forged_bin/NFI-00402003.png,genuine_bin/NFI-00302003.png,0
634,8,forged_bin/NFI-02301008.png,genuine_bin/NFI-00801008.png,0
635,22,genuine_bin/NFI-02203022.png,genuine_bin/NFI-02205022.png,1
636,9,forged_bin/NFI-00302009.png,genuine_bin/NFI-00902009.png,0
637,6,genuine_bin/NFI-00602006.png,genuine_bin/NFI-00603006.png,1
638,13,forged_bin/NFI-00401013.png,genuine_bin/NFI-01303013.png,0
639,2,genuine_bin/NFI-00202002.png,genuine_bin/NFI-00205002.png,1
640,11,forged_bin/NFI-00702011.png,genuine_bin/NFI-01101011.png,0
641,22,genuine_bin/NFI-02203022.png,genuine_bin/NFI-02204022.png,1
642,13,forged_bin/NFI-00405013.png,genuine_bin/NFI-01301013.png,0
643,22,genuine_bin/NFI-02201022.png,genuine_bin/NFI-02203022.png,1
644,1,genuine_bin/NFI-00101001.png,genuine_bin/NFI-00105001.png,1
645,3,forged_bin/NFI-00403003.png,genuine_bin/NFI-00302003.png,0
646,26,forged_bin/NFI-00103026.PNG,genuine_bin/NFI-02601026.PNG,0
647,30,forged_bin/NFI-00101030.PNG,genuine_bin/NFI-03002030.PNG,0
648,27,forged_bin/NFI-00105027.PNG,genuine_bin/NFI-02703027.PNG,0
649,16,forged_bin/NFI-01103016.png,genuine_bin/NFI-01603016.png,0
650,15,forged_bin/NFI-00504015.png,genuine_bin/NFI-01501015.png,0
651,9,genuine_bin/NFI-00901009.png,genuine_bin/NFI-00902009.png,1
652,10,forged_bin/NFI-02501010.png,genuine_bin/NFI-01001010.png,0
653,25,genuine_bin/NFI-02503025.PNG,genuine_bin/NFI-02504025.PNG,1
654,16,genuine_bin/NFI-01603016.png,genuine_bin/NFI-01604016.png,1
655,22,genuine_bin/NFI-02202022.png,genuine_bin/NFI-02203022.png,1
656,9,genuine_bin/NFI-00904009.png,genuine_bin/NFI-00905009.png,1
657,25,genuine_bin/NFI-02501025.PNG,genuine_bin/NFI-02503025.PNG,1
658,17,forged_bin/NFI-01302017.png,genuine_bin/NFI-01701017.png,0
659,12,genuine_bin/NFI-01203012.png,genuine_bin/NFI-01205012.png,1
660,4,genuine_bin/NFI-00402004.png,genuine_bin/NFI-00403004.png,1
661,8,genuine_bin/NFI-00801008.png,genuine_bin/NFI-00803008.png,1
662,7,genuine_bin/NFI-00701007.png,genuine_bin/NFI-00705007.png,1
663,6,forged_bin/NFI-03301006.png,genuine_bin/NFI-00603006.png,0
664,5,forged_bin/NFI-00303005.png,genuine_bin/NFI-00501005.png,0
665,6,forged_bin/NFI-03304006.png,genuine_bin/NFI-00602006.png,0
666,28,forged_bin/NFI-00103028.PNG,genuine_bin/NFI-02803028.PNG,0
667,16,genuine_bin/NFI-01601016.png,genuine_bin/NFI-01603016.png,1
668,2,forged_bin/NFI-00301002.png,genuine_bin/NFI-00202002.png,0
669,25,forged_bin/NFI-00105025.PNG,genuine_bin/NFI-02501025.PNG,0
670,20,genuine_bin/NFI-02002020.png,genuine_bin/NFI-02003020.png,1
671,3,forged_bin/NFI-00404003.png,genuine_bin/NFI-00302003.png,0
672,14,forged_bin/NFI-00102014.png,genuine_bin/NFI-01401014.png,0
673,20,forged_bin/NFI-01702020.png,genuine_bin/NFI-02002020.png,0
674,28,genuine_bin/NFI-02804028.PNG,genuine_bin/NFI-02805028.PNG,1
675,22,forged_bin/NFI-00505022.png,genuine_bin/NFI-02202022.png,0
676,29,genuine_bin/NFI-02901029.PNG,genuine_bin/NFI-02903029.PNG,1
677,29,genuine_bin/NFI-02904029.PNG,genuine_bin/NFI-02905029.PNG,1
678,30,genuine_bin/NFI-03002030.PNG,genuine_bin/NFI-03005030.PNG,1
679,3,forged_bin/NFI-00401003.png,genuine_bin/NFI-00302003.png,0
680,9,genuine_bin/NFI-00901009.png,genuine_bin/NFI-00904009.png,1
681,28,genuine_bin/NFI-02803028.PNG,genuine_bin/NFI-02804028.PNG,1
682,7,forged_bin/NFI-00401007.png,genuine_bin/NFI-00701007.png,0
683,18,forged_bin/NFI-00303018.png,genuine_bin/NFI-01803018.png,0
684,29,forged_bin/NFI-00103029.PNG,genuine_bin/NFI-02902029.PNG,0
685,11,forged_bin/NFI-00701011.png,genuine_bin/NFI-01101011.png,0
686,22,forged_bin/NFI-00505022.png,genuine_bin/NFI-02201022.png,0
687,6,genuine_bin/NFI-00602006.png,genuine_bin/NFI-00604006.png,1
688,21,forged_bin/NFI-01202021.png,genuine_bin/NFI-02102021.png,0
689,23,forged_bin/NFI-00701023.png,genuine_bin/NFI-02303023.png,0
690,19,forged_bin/NFI-00103019.png,genuine_bin/NFI-01903019.png,0
691,1,forged_bin/NFI-00302001.png,genuine_bin/NFI-00103001.png,0
692,13,genuine_bin/NFI-01302013.png,genuine_bin/NFI-01304013.png,1
693,8,genuine_bin/NFI-00804008.png,genuine_bin/NFI-00805008.png,1
694,7,forged_bin/NFI-00405007.png,genuine_bin/NFI-00703007.png,0
